Title,Link,Download_date
"Dal vale kancelářské práci, aby mohl po světě fotit psy. Větší štěstí nepoznal",https://www.novinky.cz/clanek/cestovani-dal-vale-kancelarske-praci-aby-mohl-po-svete-fotit-psy-vetsi-stesti-nepoznal-40509757,2025-02-20-19-37
FOTO: Legendární horská dráha se vrací. Matějskou pouť ozdobí Cyklon,https://www.novinky.cz/clanek/domaci-foto-legendarni-horska-draha-se-vraci-matejskou-pout-ozdobi-cyklon-40509939,2025-02-20-19-37
Vyplatí se vůbec koupit? Cena iPhonu 16e budí rozpaky,https://www.novinky.cz/clanek/internet-a-pc-mobil-vyplati-se-vubec-koupit-cena-iphonu-16e-budi-rozpaky-40509947,2025-02-20-19-37
V mrazech bez kufrů. Po odklonu letadla cestující na víkend neplánovaně uvízli v Kanadě,https://www.novinky.cz/clanek/cestovani-v-mrazech-bez-kufru-po-odklonu-letadla-cestujici-na-vikend-neplanovane-uvizli-v-kanade-40509844,2025-02-20-19-37
"Zelenskyj jednal s Trumpovým zmocněncem, Američané společnou tiskovku zrušili",https://www.novinky.cz/clanek/valka-na-ukrajine-zelenskyj-jednal-s-trumpovym-zmocnencem-americane-spolecnou-tiskovku-zrusili-40509996,2025-02-20-19-37
Podvodník nabízel lístky na koncerty i festivaly. Lidé ale zaplacené vstupenky nikdy neviděli,https://www.novinky.cz/clanek/krimi-podvodnik-nabizel-listky-na-koncerty-i-festivaly-lide-ale-zaplacene-vstupenky-nikdy-nevideli-40509803,2025-02-20-19-37
Evropané by chránili Ukrajinu hlavně ze vzduchu a z moře,https://www.novinky.cz/clanek/zahranicni-evropa-evropane-by-chranili-ukrajinu-hlavne-ze-vzduchu-a-z-more-40509987,2025-02-20-19-37
"Politika šoku a kobercový nálet, hodnotí experti Trumpův první měsíc v úřadu",https://www.novinky.cz/clanek/podcasty-express-politika-soku-a-kobercovy-nalet-hodnoti-experti-trumpuv-prvni-mesic-v-uradu-40509932,2025-02-20-19-37
"Fantazie! Lehečka vyřadil Alcaraze a je v semifinále. Postup slaví i Muchová, Nosková končí",https://www.sport.cz/clanek/tenis-lehecka-vyzve-alcaraze-noskova-s-muchovou-budou-usilovat-o-semifinale-5090155,2025-02-20-19-37
KOMENTÁŘ: Tragédie ubrečené nejednotné Evropy – Alex Švamberk,https://www.novinky.cz/clanek/komentare-komentar-tragedie-ubrecene-nejednotne-evropy-alex-svamberk-40509561,2025-02-20-19-37
